userID,user_serendipity
335,0.686299039
336,0.741029135
337,0.615639139
338,0.65009942
339,0.632858225
340,0.570078452
341,0.781320625
342,0.731353634
343,0.656782162
344,0.707800123
345,0.757421729
346,0.64144109
347,0.661756112
348,0.675257163
349,0.686944224
350,0.579189822
351,0.752383148
352,0.532341773
353,0.670921429
354,0.727668321
355,0.806066957
356,0.693737215
357,0.682712644
358,0.774189351
359,0.639428129
360,0.708669117
361,0.689272485
362,0.690898764
363,0.685505141
364,0.738499135
365,0.733447251
366,0.679415984
367,0.736244782
368,0.674994026
369,0.798317647
370,0.653130441
371,0.527258587
372,0.788929913
373,0.648934684
374,0.716576123
375,0.653000938
376,0.669749008
377,0.686547958
378,0.719526655
379,0.628240743
380,0.656155289
381,0.737432774
382,0.694293948
383,0.686656791
384,0.679278298
385,0.745697373
386,0.649412289
387,0.680068209
388,0.704767209
389,0.693497136
390,0.743647984
391,0.664842116
392,0.766201997
393,0.742299393
394,0.63671116
395,0.667892369
396,0.70861793
397,0.736290252
398,0.626538799
399,0.687148693
400,0.674095919
401,0.673993145
402,0.687720666
403,0.619885764
404,0.729236875
405,0.816446606
406,0.68228872
407,0.642861226
408,0.694368893
409,0.740622028
410,0.708027242
411,0.565374022
412,0.569608378
413,0.689026935
414,0.688828089
415,0.675889807
416,0.757822893
417,0.685638762
418,0.700156775
419,0.669385363
420,0.749183579
421,0.617709354
422,0.785045008
423,0.743246185
424,0.756323131
425,0.748680566
426,0.701721663
427,0.783087804
428,0.741229606
429,0.67762654
430,0.731737915
431,0.669098124
432,0.651415453
433,0.724670951
434,0.712294911
435,0.690526225
436,0.700388929
437,0.678753784
438,0.630537756
439,0.675321175
440,0.793189011
441,0.639974848
442,0.677730246
443,0.728029583
444,0.753810948
445,0.752224607
446,0.724027646
447,0.660385428
448,0.769436082
449,0.795764333
450,0.727671295
451,0.813724694
452,0.676488442
453,0.648916872
454,0.687827788
455,0.700476437
456,0.695855201
457,0.643277166
458,0.720540031
459,0.687958849
460,0.769984617
461,0.707784878
462,0.704319575
463,0.773105126
464,0.741170682
465,0.642425076
466,0.781950367
467,0.676849756
468,0.646481839
469,0.661901897
470,0.718738459
471,0.67103257
472,0.667828827
473,0.722361086
474,0.683253192
475,0.694470935
476,0.714189471
477,0.749993767
478,0.658339185
479,0.65927004
480,0.652218282
481,0.620188614
482,0.687819438
483,0.70809693
484,0.613493922
485,0.71375117
486,0.831820977
487,0.654704055
488,0.634829365
489,0.802401988
490,0.726997577
491,0.6937654
492,0.651104134
493,0.64816469
494,0.695806995
495,0.644231243
496,0.64689465
497,0.689072004
498,0.694707491
499,0.696483449
500,0.750813001
501,0.700623977
502,0.767993518
503,0.680862307
504,0.712729409
505,0.634021502
506,0.659609811
507,0.768493376
508,0.572255778
509,0.699393067
510,0.729587096
511,0.713629732
512,0.575748079
513,0.592896546
514,0.650194038
515,0.729144385
516,0.625677569
517,0.663127778
518,0.697969306
519,0.862312367
520,0.719920704
521,0.600850062
522,0.567039008
523,0.709683865
524,0.672265671
525,0.628267956
526,0.722456809
527,0.64420013
528,0.620705607
529,0.724479268
530,0.660196595
531,0.747323392
532,0.747929768
533,0.704254971
534,0.702930263
535,0.674112968
536,0.633929527
537,0.760726569
538,0.56083114
539,0.703290422
540,0.656266315
541,0.669491557
542,0.660276177
543,0.688367819
544,0.696166044
545,0.623206746
546,0.776187497
547,0.683157406
548,0.75408533
549,0.601835477
550,0.717028922
551,0.698609285
552,0.685782242
553,0.651751588
554,0.659292429
555,0.667002715
556,0.672564934
557,0.754251516
558,0.718903353
559,0.629731947
560,0.699541221
561,0.676787163
562,0.569740363
563,0.67700724
564,0.721997865
565,0.730234341
566,0.611413355
567,0.681449255
568,0.710627898
569,0.662290069
570,0.676079576
571,0.617704765
572,0.701432976
573,0.623439098
574,0.747735302
575,0.575630484
576,0.631472761
577,0.651796544
578,0.693308263
579,0.671366684
580,0.63794106
581,0.74614071
582,0.666565437
583,0.621543167
584,0.671720109
585,0.828190756
586,0.62956667
587,0.792329197
588,0.674492219
589,0.71042975
590,0.751955566
591,0.69737177
592,0.781610146
593,0.666972316
594,0.681709441
595,0.734365127
596,0.654742666
597,0.671050604
598,0.721371814
599,0.774079134
600,0.624956731
601,0.67477119
602,0.692153002
603,0.645598174
604,0.633928452
605,0.661139421
606,0.685447749
607,0.701568361
608,0.712691447
609,0.773644407
610,0.629767883
611,0.757553933
612,0.6503203
613,0.656570782
614,0.640026834
615,0.759288433
616,0.707248192
617,0.769947863
618,0.64441918
619,0.678938399
620,0.779912009
621,0.695316452
622,0.679942109
623,0.581395428
624,0.738922816
625,0.616945643
626,0.745169328
627,0.652508809
628,0.751172474
629,0.694551738
630,0.691276838
631,0.701806207
632,0.570201578
633,0.625708027
634,0.716745044
635,0.70544608
636,0.654957192
637,0.739085242
638,0.543529392
639,0.751451102
640,0.667987169
641,0.710538486
642,0.742428306
643,0.640237222
644,0.726541336
645,0.609974864
646,0.725449762
647,0.620713862
648,0.696563814
649,0.610098191
650,0.662274129
651,0.731113189
652,0.69123775
653,0.6549282
654,0.664901114
655,0.873247297
656,0.701583567
657,0.667815877
658,0.658833131
659,0.642919019
660,0.654802986
661,0.615832366
662,0.762196845
663,0.745179199
664,0.620192627
665,0.65839793
666,0.686956527
667,0.637597244
668,0.73363674
669,0.717120712
670,0.630322514
671,0.646132257
672,0.70064507
673,0.702808565
674,0.676453409
675,0.800507995
676,0.78240587
677,0.711838509
678,0.620824726
679,0.57750195
680,0.635209524
681,0.732917829
682,0.693006577
683,0.770696289
684,0.647397477
685,0.751455803
686,0.572058691
687,0.68865469
688,0.771467437
689,0.613579982
690,0.67548812
691,0.644666503
692,0.694713135
693,0.616743264
694,0.671727719
695,0.727200944
696,0.761198715
697,0.719872045
698,0.655564526
699,0.743315718
700,0.486337977
701,0.71861965
702,0.754203375
703,0.646330537
704,0.680462217
705,0.639585277
706,0.646678183
707,0.796640823
708,0.743724972
709,0.662026672
710,0.675764261
711,0.692537796
712,0.679163435
713,0.774116571
714,0.61982701
715,0.63432301
716,0.649379487
717,0.717236669
718,0.661658032
719,0.669012879
720,0.74358324
721,0.784422245
722,0.644398823
723,0.620007004
724,0.811927984
725,0.683726724
726,0.734420933
727,0.696077489
728,0.682661176
729,0.73487926
730,0.638628496
731,0.640272614
732,0.739978927
733,0.771617979
734,0.620191911
735,0.701326114
736,0.75998416
737,0.561306888
738,0.596549942
739,0.645296939
740,0.668524557
741,0.631246395
742,0.595316891
743,0.722304518
744,0.653627559
745,0.631787621
746,0.523150863
747,0.718977262
748,0.57892824
749,0.659736188
750,0.71542888
751,0.679067873
752,0.791716723
753,0.667349877
754,0.72716364
755,0.708198271
756,0.659808986
757,0.649306734
758,0.751234754
759,0.647970715
760,0.656769249
761,0.737821722
762,0.767336677
763,0.645387101
764,0.663813021
765,0.686763622
766,0.619700785
767,0.676186408
768,0.683701741
769,0.670009854
770,0.68977249
771,0.6772795
772,0.701745413
773,0.753091521
774,0.677171004
775,0.696376865
776,0.739179336
777,0.601174403
778,0.5929479
779,0.608979494
780,0.574097011
781,0.600059829
782,0.906201534
783,0.727214351
784,0.696248487
785,0.613842314
786,0.59678702
787,0.784924495
788,0.680676553
789,0.686988684
790,0.655974276
791,0.682777771
792,0.659015954
793,0.677050742
794,0.714039617
795,0.653546249
796,0.699844486
797,0.738599805
798,0.761916606
799,0.738838658
800,0.647482406
801,0.709593081
802,0.775195616
803,0.734111426
804,0.681741908
805,0.706721118
806,0.649324231
807,0.657258423
808,0.687393615
809,0.655316078
810,0.705910883
811,0.684865269
812,0.695511455
813,0.761294178
814,0.697211366
815,0.621850552
816,0.719560591
817,0.677732606
818,0.712410099
819,0.739602915
820,0.671171974
821,0.649105727
822,0.72497253
823,0.619439741
824,0.697117006
825,0.708394164
826,0.67496785
827,0.671136146
828,0.823875946
829,0.731249985
830,0.593329216
831,0.710854723
832,0.692329863
833,0.721168224
834,0.702724884
835,0.681610143
836,0.740367986
837,0.721527762
838,0.721926597
839,0.718943882
840,0.661962009
841,0.707698324
842,0.72002232
843,0.654163104
844,0.61974916
845,0.807028159
846,0.693270917
847,0.66146399
848,0.637189612
849,0.617105714
850,0.544265046
851,0.772841551
852,0.692482717
853,0.731471931
854,0.70883458
855,0.711850397
856,0.661591246
857,0.74971625
858,0.693296575
859,0.728746851
860,0.765437347
861,0.779515609
862,0.644634662
863,0.834073023
864,0.654374259
865,0.677855771
866,0.719370152
867,0.613429275
868,0.650259269
869,0.7357765
870,0.680194623
871,0.811119551
872,0.749218023
873,0.689935382
874,0.701213014
875,0.671394642
876,0.632597932
877,0.743579323
878,0.677090535
879,0.628288271
880,0.749586004
881,0.652923232
882,0.624686662
883,0.762918236
884,0.748282183
885,0.617040992
886,0.655727913
887,0.709030333
888,0.665013036
889,0.71333027
890,0.625535239
891,0.707378054
892,0.640217591
893,0.691306243
894,0.832649203
895,0.613278973
896,0.70577708
897,0.673610432
898,0.706183582
899,0.591898732
900,0.711583338
901,0.681479413
902,0.715546401
903,0.687423112
904,0.718782717
905,0.689852443
906,0.682209502
907,0.741271446
908,0.604327263
909,0.804470702
910,0.647700132
911,0.637092965
912,0.601058724
913,0.633252032
914,0.708510137
915,0.695408525
916,0.664196633
917,0.691122144
918,0.730707657
919,0.748871636
920,0.667347756
921,0.731602931
922,0.596934086
923,0.661589966
924,0.635980854
925,0.746524729
926,0.661598142
927,0.688821565
928,0.726746592
929,0.539218984
930,0.677501636
931,0.74011033
932,0.699126117
933,0.627300307
934,0.664238232
935,0.6442896
936,0.781993527
937,0.710760427
938,0.69663784
939,0.700051776
940,0.704062038
941,0.63345874
942,0.713351076
943,0.641836101
